SubCustomer,ServicesCategory,VendorSize,SumOfobligatedAmount,SumOfnumberOfActions,Legacy
Army,FRS&C,Large,410115618,NULL,Professional Service
Army,Fuel,Medium <1B,5128755,NULL,Professional Service
Army,MED,Medium <1B,2699571,NULL,Professional Service
Army,Products,Large: Big 6,2250014855,NULL,Professional Service
Army,R&D,Large (Small Subsidiary),162477,NULL,Professional Service
Army,R&D,Small,710183423,NULL,Professional Service
DLA,ERS,Large,824299,NULL,Professional Service
DLA,FRS&C,Large,2732164,NULL,Professional Service
DLA,Fuel,Large (Small Subsidiary),7585117,NULL,Professional Service
DLA,Fuel,Medium <1B,1697657420,NULL,Professional Service
Air Force,Products,Unlabeled,1066746763,910,Professional Service
Army,ERS,Medium >1B,356627,2,Professional Service
Army,FRS&C,Large (Small Subsidiary),199630,3,Professional Service
Army,FRS&C,Medium <1B,1392995767,4564,Professional Service
Army,Products,Large,1859441448,2537,Professional Service
Army,Products,Medium >1B,12550893,46,Professional Service
DLA,Fuel,Large,1554357341,44,Professional Service
DLA,Products,Large,140872989,1113,Professional Service
DLA,Products,Medium >1B,13172026,84,Professional Service
MDA,R&D,Medium >1B (Small Subsidiary),5470000,3,Professional Service
MilitaryHealth,MED,Large,344453884,12,Professional Service
MilitaryHealth,MED,Medium <1B,149909552,131,Other Service
Navy,ERS,Small,638488218,3826,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),231782,3,Professional Service
Navy,Fuel,Medium <1B,6966885,118,Professional Service
Navy,MED,Medium <1B,7560863,41,Professional Service
Navy,PAMS,Large,1510610684,2246,Professional Service
Navy,PAMS,Medium >1B,289681124,271,Professional Service
Navy,PAMS,Medium >1B (Small Subsidiary),10955388,46,Professional Service
Navy,Products,Small,1234557256,6335,Professional Service
Navy,R&D,Large,3260054406,1363,Professional Service
Navy,R&D,Medium >1B,127164461,97,Professional Service
Navy,R&D,Medium >1B (Small Subsidiary),2428422,10,Professional Service
Other DoD,FRS&C,Large (Small Subsidiary),64021,1,Professional Service
Other DoD,FRS&C,Medium <1B,98083668,226,Professional Service
Other DoD,FRS&C,Small,56580145,296,Professional Service
Other DoD,PAMS,Large (Small Subsidiary),49989,1,Professional Service
Other DoD,PAMS,Medium <1B,150597899,434,Professional Service
Other DoD,R&D,Large: Big 6,31476605,36,Professional Service
Other DoD,R&D,Medium <1B,217627611,274,Professional Service
Air Force,FRS&C,Large: Big 6,149074268,61,Professional Service
Air Force,FRS&C,Medium <1B,1581271806,4554,Professional Service
Air Force,Fuel,Small,3787253,38,Professional Service
Air Force,MED,Small,157280,3,Professional Service
Air Force,PAMS,Large: Big 6,596107423,478,Professional Service
Air Force,R&D,Large: Big 6,1212844373,510,Professional Service
Army,FRS&C,Large (Small Subsidiary),242298,2,Other Service
Army,FRS&C,Medium <1B,2512318596,3184,Other Service
Army,FRS&C,Small,1513809848,7584,Professional Service
Army,MED,Large,3379817,20,Other Service
Army,PAMS,Large: Big 6,406602540,221,Professional Service
Army,R&D,Large: Big 6,607409058,336,Professional Service
Army,R&D,Large: Big 6 JV,41345293,24,Professional Service
DLA,FRS&C,Medium <1B,327392,4,Other Service
DLA,FRS&C,Medium <1B,90739625,702,Professional Service
DLA,FRS&C,Small,46869101,416,Professional Service
MilitaryHealth,ERS,Medium <1B,8853650,8,Professional Service
MilitaryHealth,MED,Small,127622,2,Other Service
MilitaryHealth,Products,Medium <1B,133321,3,Professional Service
Navy,ERS,Large (Small Subsidiary),4611394,25,Professional Service
Navy,ERS,Medium <1B,1887310301,3819,Professional Service
Navy,FRS&C,Large: Big 6,12011804,8,Professional Service
Navy,FRS&C,Medium >1B,6376000,1,Other Service
Navy,FRS&C,Medium >1B (Small Subsidiary),260666,1,Other Service
Navy,ICT,Large,292806475,613,Professional Service
Navy,ICT,Small,362815832,1941,Professional Service
Navy,MED,Medium <1B,131671383,184,Other Service
Navy,MED,Small,15891721,88,Professional Service
Other DoD,ERS,Large,1506281,14,Professional Service
Other DoD,FRS&C,Medium <1B,16807681,8,Other Service
Other DoD,ICT,Large: Big 6,53784395,90,Professional Service
Other DoD,Products,Large,104059898,380,Professional Service
Other DoD,Products,Unlabeled,21414571,60,Professional Service
Air Force,ERS,Large,818818860,1089,Professional Service
Navy,FRS&C,Medium <1B,45000,NULL,Other Service
Navy,FRS&C,Small,591000,NULL,Professional Service
Army,FRS&C,Medium <1B,40170000,NULL,Other Service
Army,FRS&C,Medium <1B,5810000,NULL,Professional Service
Army,FRS&C,Small,1172000,NULL,Professional Service
Army,Products,Medium >1B,114000,NULL,Professional Service
Navy,ERS,Large: Big 6,19681000,NULL,Professional Service
Navy,FRS&C,Large: Big 6,55000,NULL,Professional Service
Navy,ICT,Large,715000,NULL,Professional Service
Navy,ICT,Small,4706000,NULL,Professional Service
Navy,MED,Small,84000,NULL,Other Service
Navy,PAMS,Small,26550000,NULL,Professional Service
Navy,Products,Medium <1B,79223975,NULL,Professional Service
Navy,Products,Small,32883971,NULL,Professional Service
Other DoD,ERS,Small,39000,NULL,Professional Service
Other DoD,Products,Large,953000,NULL,Professional Service
Air Force,PAMS,Large (Small Subsidiary),1805000,NULL,Professional Service
Air Force,PAMS,Large: Big 6 (Small Subsidiary),-200000,NULL,Professional Service
Air Force,PAMS,Medium <1B,1808494000,NULL,Professional Service
Air Force,R&D,Large: Big 6,1453703000,NULL,Professional Service
Army,ERS,Medium >1B,81000,NULL,Professional Service
Army,ICT,Small,136351000,NULL,Professional Service
Army,MED,Small,39210000,NULL,Other Service
Army,R&D,Large: Big 6 JV,103874000,NULL,Professional Service
Army,R&D,Medium >1B,18429000,NULL,Professional Service
DLA,FRS&C,Large,7833000,NULL,Professional Service
DLA,FRS&C,Medium >1B (Small Subsidiary),437000,NULL,Professional Service
DLA,Fuel,Large,1891512000,NULL,Professional Service
DLA,ICT,Large,7016000,NULL,Professional Service
DLA,ICT,Small,27002000,NULL,Professional Service
Navy,ERS,Large (Small Subsidiary),1811000,NULL,Professional Service
Navy,ERS,Large: Big 6 (Small Subsidiary),78000,NULL,Professional Service
Navy,ERS,Medium <1B,2368968493,NULL,Professional Service
Navy,ERS,Small,860442505,NULL,Professional Service
Navy,Fuel,Medium <1B,8447000,NULL,Professional Service
Navy,ICT,Large: Big 6,16189000,NULL,Professional Service
Navy,PAMS,Large,937998781,NULL,Professional Service
Navy,PAMS,Medium >1B (Small Subsidiary),5853000,NULL,Professional Service
Navy,Products,Large,14738609991,NULL,Professional Service
Navy,Products,Medium >1B (Small Subsidiary),399000,NULL,Professional Service
Other DoD,ERS,Large,3621000,NULL,Professional Service
Other DoD,MED,Medium <1B,170406000,NULL,Other Service
Other DoD,MED,Small,236000,NULL,Professional Service
Other DoD,PAMS,Large (Small Subsidiary),1422000,NULL,Professional Service
Other DoD,PAMS,Medium <1B,359931000,NULL,Professional Service
Other DoD,Products,Large: Big 6,52000,NULL,Professional Service
Other DoD,Products,Medium <1B,177132000,NULL,Professional Service
Other DoD,R&D,Large,530268000,NULL,Professional Service
Other DoD,R&D,Medium >1B,5455000,NULL,Professional Service
Air Force,FRS&C,Large,5007000,NULL,Other Service
Air Force,FRS&C,Large,374357000,NULL,Professional Service
Air Force,FRS&C,Small,65604000,NULL,Other Service
Air Force,R&D,Large (Small Subsidiary),1075000,NULL,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),139000,NULL,Professional Service
Air Force,R&D,Medium <1B,1524463000,NULL,Professional Service
Army,ERS,Large (Small Subsidiary),93000,NULL,Professional Service
Army,ERS,Medium <1B,752665000,NULL,Professional Service
Army,MED,Large,106000,NULL,Other Service
Army,PAMS,Large,408270000,NULL,Professional Service
Army,PAMS,Small,534902000,NULL,Professional Service
Army,Products,Large,7129974000,NULL,Professional Service
Army,Products,Small,1932823000,NULL,Professional Service
DLA,ERS,Medium <1B,52240000,NULL,Professional Service
DLA,ERS,Small,23398000,NULL,Professional Service
DLA,FRS&C,Medium <1B,78060000,NULL,Professional Service
DLA,PAMS,Large,8235000,NULL,Professional Service
DLA,Products,Large,340723000,NULL,Professional Service
DLA,Products,Small,2331531000,NULL,Professional Service
Navy,FRS&C,Medium >1B,82266777,NULL,Other Service
Navy,MED,Medium <1B,103096161,NULL,Other Service
NULL,Unlabeled,Medium <1B,NULL,NULL,Professional Service
Other DoD,Unlabeled,Medium <1B,NULL,NULL,Professional Service
Navy,Products,Large: Big 6,250000,NULL,Professional Service
Navy,R&D,Large,60000,NULL,Professional Service
Army,ERS,Small,45000,NULL,Professional Service
Navy,PAMS,Large (Small Subsidiary),251000,NULL,Professional Service
Navy,R&D,Medium <1B,2737000,NULL,Professional Service
Navy,Unlabeled,Medium <1B,NULL,NULL,Professional Service
Other DoD,FRS&C,Medium <1B,1270000,NULL,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),219000,NULL,Professional Service
Air Force,ICT,Large,334311000,NULL,Professional Service
Air Force,ICT,Small,70884000,NULL,Professional Service
Air Force,MED,Small,16623000,NULL,Other Service
Air Force,MED,Small,207000,NULL,Professional Service
Air Force,PAMS,Medium >1B,123632000,NULL,Professional Service
Air Force,Products,Large (Small Subsidiary),958000,NULL,Professional Service
Air Force,Products,Medium <1B,3789974000,NULL,Professional Service
Air Force,R&D,Medium >1B,1269160000,NULL,Professional Service
Army,MED,Medium <1B,82239000,NULL,Other Service
Army,MED,Small,482000,NULL,Professional Service
Army,Products,Large (Small Subsidiary),309000,NULL,Professional Service
Army,Products,Large: Big 6 (Small Subsidiary),73000,NULL,Professional Service
Army,Products,Medium <1B,3436312000,NULL,Professional Service
Army,R&D,Large: Big 6,367242000,NULL,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),507000,NULL,Professional Service
DLA,MED,Small,145000,NULL,Other Service
DLA,Products,Large (Small Subsidiary),387000,NULL,Professional Service
DLA,Products,Medium <1B,3025246000,NULL,Professional Service
Navy,FRS&C,Large,253241000,NULL,Other Service
Navy,FRS&C,Medium >1B,2454000,NULL,Professional Service
Navy,R&D,Large (Small Subsidiary),1928000,NULL,Professional Service
Navy,R&D,Large: Big 6 (Small Subsidiary),5999000,NULL,Professional Service
Navy,R&D,Medium <1B,1002455000,NULL,Professional Service
Navy,R&D,Small,472952764,NULL,Professional Service
Navy,Unlabeled,Medium <1B,NULL,NULL,Professional Service
Other DoD,ICT,Medium >1B,64000,NULL,Professional Service
Other DoD,R&D,Medium >1B (Small Subsidiary),2013000,NULL,Professional Service
Other DoD,Unlabeled,Large,NULL,NULL,Professional Service
Air Force,ERS,Large (Small Subsidiary),94000,NULL,Professional Service
Air Force,ERS,Medium <1B,732898000,NULL,Professional Service
Air Force,ERS,Small,307499000,NULL,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),6497000,NULL,Professional Service
Air Force,ICT,Large,395207000,NULL,Professional Service
Air Force,ICT,Small,102515000,NULL,Professional Service
Air Force,MED,Small,20588000,NULL,Other Service
Air Force,PAMS,Large,1463979000,NULL,Professional Service
Air Force,PAMS,Medium >1B (Small Subsidiary),3236000,NULL,Professional Service
Air Force,R&D,Medium >1B,1032144000,NULL,Professional Service
Army,FRS&C,Large: Big 6,5161000,NULL,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),794000,NULL,Other Service
Army,ICT,Large,190852000,NULL,Professional Service
Army,ICT,Medium >1B,3616000,NULL,Professional Service
Navy,FRS&C,Large,159641846,NULL,Professional Service
Navy,ICT,Large (Small Subsidiary),-235000,NULL,Professional Service
Navy,ICT,Large: Big 6 (Small Subsidiary),282000,NULL,Professional Service
Navy,ICT,Medium <1B,418460628,NULL,Professional Service
Navy,Products,Large: Big 6,3399181228,NULL,Professional Service
Other DoD,ICT,Large,193921000,NULL,Professional Service
Other DoD,ICT,Medium >1B (Small Subsidiary),873000,NULL,Professional Service
Other DoD,MED,Small,450000,NULL,Other Service
Other DoD,Products,Small,73954000,NULL,Professional Service
Air Force,ERS,Large (Small Subsidiary),-183452,NULL,Professional Service
Air Force,ERS,Medium <1B,765976236,NULL,Professional Service
Air Force,ERS,Small,214859603,NULL,Professional Service
Air Force,FRS&C,Medium >1B,2515484,NULL,Other Service
Air Force,FRS&C,Medium >1B,13367826,NULL,Professional Service
Air Force,MED,Medium <1B,22605820,NULL,Other Service
Air Force,MED,Medium <1B,1063529,NULL,Professional Service
DLA,Products,Medium <1B,2802649000,NULL,Professional Service
Navy,ERS,Large: Big 6,178423742,NULL,Professional Service
Navy,FRS&C,Large,208629897,NULL,Other Service
Navy,FRS&C,Medium >1B,3824844,NULL,Professional Service
Navy,PAMS,Large (Small Subsidiary),1707000,NULL,Professional Service
Navy,PAMS,Small,946958317,1,Professional Service
Navy,R&D,Large (Small Subsidiary),16832000,NULL,Professional Service
Navy,R&D,Large: Big 6 (Small Subsidiary),595000,NULL,Professional Service
Navy,R&D,Medium <1B,1347508702,NULL,Professional Service
Navy,R&D,Small,403744751,2,Professional Service
Other DoD,ERS,Small,2399000,NULL,Professional Service
Other DoD,ICT,Medium >1B,2885000,NULL,Professional Service
Other DoD,PAMS,Medium >1B (Small Subsidiary),69000,NULL,Professional Service
Other DoD,R&D,Large,635994000,NULL,Professional Service
Other DoD,R&D,Medium >1B (Small Subsidiary),16762000,NULL,Professional Service
Air Force,FRS&C,Large,547121928,NULL,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),14263606,NULL,Professional Service
Air Force,ICT,Large,493995010,NULL,Professional Service
Air Force,ICT,Small,121335155,NULL,Professional Service
Army,ERS,Medium <1B,595929520,NULL,Professional Service
Army,MED,Medium <1B,115178064,NULL,Other Service
Army,MED,Small,39665031,NULL,Other Service
Army,MED,Small,981380,NULL,Professional Service
Army,PAMS,Medium >1B (Small Subsidiary),39749,NULL,Professional Service
Army,Products,Large (Small Subsidiary),111070851,NULL,Professional Service
Army,Products,Large: Big 6 (Small Subsidiary),2675857,NULL,Professional Service
Army,Products,Medium <1B,3573911611,NULL,Professional Service
Army,R&D,Medium >1B,273341709,NULL,Professional Service
DLA,ERS,Medium <1B,28011950,NULL,Professional Service
DLA,ERS,Small,6348644,NULL,Professional Service
DLA,ICT,Large,28247316,NULL,Professional Service
DLA,MED,Small,278868,NULL,Other Service
DLA,Products,Large (Small Subsidiary),2627552,NULL,Professional Service
DLA,Products,Large: Big 6 (Small Subsidiary),1798125,NULL,Professional Service
DLA,Products,Medium <1B,1635391628,NULL,Professional Service
Navy,FRS&C,Medium >1B,2569967,NULL,Professional Service
Navy,Products,Medium >1B (Small Subsidiary),575396,NULL,Professional Service
Navy,R&D,Large (Small Subsidiary),2978877,NULL,Professional Service
Navy,R&D,Large: Big 6 (Small Subsidiary),342172,NULL,Professional Service
Navy,R&D,Medium <1B,1139483999,NULL,Professional Service
Navy,R&D,Small,467347523,NULL,Professional Service
Other DoD,ICT,Medium >1B,3356207,NULL,Professional Service
Other DoD,MED,Medium <1B,152514735,NULL,Other Service
Other DoD,MED,Small,454609,NULL,Professional Service
Other DoD,R&D,Large,808080571,NULL,Professional Service
Other DoD,R&D,Medium >1B (Small Subsidiary),10266848,NULL,Professional Service
Air Force,ERS,Small,167981554,NULL,Professional Service
Air Force,FRS&C,Large,14340424,NULL,Other Service
Air Force,FRS&C,Large,308803396,NULL,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),31897890,NULL,Professional Service
Air Force,ICT,Small,112443786,NULL,Professional Service
Air Force,PAMS,Large,1232644105,NULL,Professional Service
Army,ERS,Large (Small Subsidiary),46181,NULL,Professional Service
Army,ERS,Medium <1B,659667842,NULL,Professional Service
Army,FRS&C,Medium >1B,178787060,NULL,Professional Service
Army,ICT,Medium >1B,5709207,NULL,Professional Service
Army,PAMS,Large,701764742,NULL,Professional Service
Army,R&D,Large,1691676501,NULL,Professional Service
DLA,ERS,Medium <1B,5948558,NULL,Professional Service
DLA,ERS,Small,9418907,NULL,Professional Service
DLA,FRS&C,Medium >1B,28125353,NULL,Professional Service
DLA,ICT,Medium >1B,66427,NULL,Professional Service
DLA,MED,Medium <1B,41500,NULL,Professional Service
DLA,PAMS,Large,12166020,NULL,Professional Service
Navy,FRS&C,Large,440535528,35,Professional Service
Navy,FRS&C,Large (Small Subsidiary),196764,NULL,Other Service
Navy,FRS&C,Medium <1B,507291471,76,Other Service
Navy,FRS&C,Small,257083262,77,Other Service
Navy,FRS&C,Small,1171507077,647,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),30000,NULL,Professional Service
Air Force,R&D,Medium <1B,1447496895,NULL,Professional Service
Army,PAMS,Large,556646260,NULL,Professional Service
Army,PAMS,Small,542997917,NULL,Professional Service
Army,Products,Large,5111194419,NULL,Professional Service
Army,Products,Small,1573518263,NULL,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),982761,NULL,Professional Service
DLA,PAMS,Large,17190904,NULL,Professional Service
DLA,Products,Large,293851635,NULL,Professional Service
DLA,Products,Small,1134295368,NULL,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),573500,NULL,Professional Service
Navy,MED,Medium <1B,1781947,NULL,Professional Service
Navy,PAMS,Large: Big 6,524794864,NULL,Professional Service
Navy,PAMS,Medium <1B,1829915349,NULL,Professional Service
Navy,Products,Large: Big 6,2108658783,2,Professional Service
