fiscal_year,Customer,Query_Run,ServicesCategory,SumOfnumberOfActions,SumOfobligatedAmount
2011,Other Agencies,02:26.4,Fuel,1,10000
2007,Other Agencies,02:26.4,ICT,73,6276231.21
2008,Energy,02:26.4,NULL,197,1818348.18
2009,Energy,02:26.4,ERS,447,19988092.06
2009,State and IAP,02:26.4,FRS&C,7889,2622254339
2010,Other Agencies,02:26.4,MED,587,127367257
2002,Other Agencies,02:26.4,ICT,99,15540193
2004,Defense,02:26.4,MED,24,2520014
1996,Defense,02:26.4,ERS,7710,3766828811
2014,Other Agencies,02:26.4,ICT,623,293834581.1
2014,Other Agencies,02:26.4,PAMS,527,37925715.04
2006,Other Agencies,02:26.4,Products,157,3233079.65
2014,State and IAP,02:26.4,Products,7,133192.1
1999,Defense,02:26.4,ERS,3688,2264227003
2002,Other Agencies,02:26.4,PAMS,7,412157
2008,Other Agencies,02:26.4,FRS&C,18,1981267.86
2010,Other Agencies,02:26.4,ICT,20,685914.56
2012,Defense,02:26.4,Fuel,498,28333463.36
2003,Defense,02:26.4,ERS,860,608765571
2007,Other Agencies,02:26.4,Products,279,35669357.28
2003,DHS,02:26.4,R&D,6,1361322
2004,Defense,02:26.4,R&D,10806,10211366625
2005,Other Agencies,02:26.4,FRS&C,215,14584285.56
2008,Other Agencies,02:26.4,ERS,4702,48122828.61
2002,Other Agencies,02:26.4,Products,2,0
2012,Other Agencies,02:26.4,ICT,6186,1578442328
1995,Defense,02:26.4,R&D,1134,869953469
2003,State and IAP,02:26.4,NULL,26,53525677.93
2009,Other Agencies,02:26.4,PAMS,942,70225235.24
2003,Other Agencies,02:26.4,PAMS,211,33195545
2006,Other Agencies,02:26.4,NULL,5,130748.59
2006,Other Agencies,02:26.4,MED,21,11907342.85
2003,NASA,02:26.4,PAMS,2408,1411707632
2008,DHS,02:26.4,NULL,315,1377272.99
2014,NASA,02:26.4,ERS,785,1340418447
2009,Other Agencies,02:26.4,FRS&C,24,2283082.13
2010,Other Agencies,02:26.4,ERS,50776,645219633.2
2014,Other Agencies,02:26.4,NULL,140,-1244405.94
1994,Defense,02:26.4,Products,3,177912
2003,Other Agencies,02:26.4,PAMS,6,1119050.2
2004,GSA,02:26.4,FRS&C,113405,6369301651
2006,Defense,02:26.4,NULL,44,4374098.04
2013,Defense,02:26.4,Products,111177,55638776254
2006,Defense,02:26.4,FRS&C,33039,6800533725
2009,DHS,02:26.4,MED,118,22840766.8
2000,Other Agencies,02:26.4,PAMS,161,33680000
2008,DHS,02:26.4,FRS&C,3616,982589084.2
2001,NASA,02:26.4,Fuel,78,25774859.91
1995,Defense,02:26.4,MED,17,1049878
1997,Defense,02:26.4,MED,1267,567278432
2007,Other Agencies,02:26.4,R&D,6,72012.5
2012,Other Agencies,02:26.4,R&D,1815,75664298.54
2008,Other Agencies,02:26.4,NULL,3089,16429001.05
2009,Other Agencies,02:26.4,PAMS,11,97115.37
2003,Other Agencies,02:26.4,NULL,1,4415
2009,Defense,02:26.4,Products,296,745695103.4
2004,State and IAP,02:26.4,Fuel,93,5261072.39
2011,Energy,02:26.4,FRS&C,3531,19876289211
2014,DHS,02:26.4,PAMS,1609,476457348.5
2014,DHS,02:26.4,Fuel,6,38437.59
2006,Other Agencies,02:26.4,PAMS,32,568753
2002,DHS,02:26.4,ICT,NULL,0
2001,State and IAP,02:26.4,ICT,23,4990687.68
2000,Energy,02:26.4,MED,33,17733514.69
2012,Other Agencies,02:26.4,Fuel,133,4051031.61
2003,HHS,02:26.4,NULL,2614,271820248
2007,Other Agencies,02:26.4,ICT,2160,161730264.8
2011,Other Agencies,02:26.4,ICT,165,34605371.23
2004,Other Agencies,02:26.4,MED,8,840145
2007,GSA,02:26.4,ICT,6937,2292287561
2008,State and IAP,02:26.4,R&D,43,2358347.68
2012,Other Agencies,02:26.4,R&D,2,6840
2014,Other Agencies,02:26.4,FRS&C,16,2228331.96
2001,Defense,02:26.4,R&D,7038,5020994494
2005,DHS,02:26.4,MED,41,4310187.9
2011,Other Agencies,02:26.4,PAMS,362,9635315.29
1992,Defense,02:26.4,ERS,NULL,1100477300
2004,Other Agencies,02:26.4,NULL,2,10705.23
2006,Other Agencies,02:26.4,R&D,66,5948679.33
2010,Other Agencies,02:26.4,FRS&C,5,1073802.13
2007,DHS,02:26.4,NULL,51,238189.66
2003,Other Agencies,02:26.4,Products,26,5159690.47
2009,Defense,02:26.4,ERS,26,-21582.96
2014,Other Agencies,02:26.4,R&D,1,0
2003,Other Agencies,02:26.4,ICT,18,2100794
2006,GSA,02:26.4,R&D,351,55793663.21
2008,DHS,02:26.4,R&D,97,357081685.2
2010,NASA,02:26.4,FRS&C,2822,1222295559
2005,Other Agencies,02:26.4,ICT,6984,1351445081
2008,Other Agencies,02:26.4,FRS&C,74,11523336.88
2009,Other Agencies,02:26.4,PAMS,158,36726840.85
2011,Other Agencies,02:26.4,ICT,9,384777.86
2012,Defense,02:26.4,MED,8867,1215726424
2002,Other Agencies,02:26.4,MED,12383,702217024.6
2002,Other Agencies,02:26.4,NULL,55,7680054.31
2005,Other Agencies,02:26.4,FRS&C,360,128104638.5
2007,Other Agencies,02:26.4,PAMS,337,45410890.22
2009,Other Agencies,02:26.4,MED,77,7866182.65
2006,State and IAP,02:26.4,Products,153609,830823238.5
2007,Other Agencies,02:26.4,PAMS,1,13290
2006,State and IAP,02:26.4,NULL,5,31090.8
2009,Other Agencies,02:26.4,FRS&C,16274,1237103820
2001,Other Agencies,02:26.4,PAMS,1,1000
2008,HHS,02:26.4,MED,4776,903181470.7
2000,Other Agencies,02:26.4,Products,21,968000
2009,Other Agencies,02:26.4,PAMS,138,1349989.4
2000,Other Agencies,02:26.4,MED,19,754064
1999,Defense,02:26.4,R&D,530,921573411
2007,Other Agencies,02:26.4,FRS&C,125,6961427.98
2000,Other Agencies,02:26.4,FRS&C,802,501029978.3
2005,HHS,02:26.4,ERS,2378,51716486.1
2012,Defense,02:26.4,PAMS,29040,11744491168
2014,Other Agencies,02:26.4,Products,80,2377432.88
2012,Other Agencies,02:26.4,FRS&C,1483,1108139663
2010,Other Agencies,02:26.4,PAMS,192,12957940.22
2006,Other Agencies,02:26.4,R&D,7182,219745076.1
2008,Other Agencies,02:26.4,Products,82,2029967.41
2006,DHS,02:26.4,R&D,95,16774871.71
2014,Other Agencies,02:26.4,MED,1,17500
2003,State and IAP,02:26.4,ICT,20,973321.5
2006,Energy,02:26.4,PAMS,4512,1753693680
2013,DHS,02:26.4,MED,44,45217012.81
2006,Other Agencies,02:26.4,ERS,55,930578.18
2007,Other Agencies,02:26.4,Products,102,2792809.13
2006,NASA,02:26.4,MED,73,18486059.78
1997,Defense,02:26.4,PAMS,18944,5762399347
2012,Other Agencies,02:26.4,R&D,3,105000
2012,Other Agencies,02:26.4,MED,4,19058.15
2010,Other Agencies,02:26.4,FRS&C,4101,392366412.3
2003,Other Agencies,02:26.4,Products,40,2462121
2006,Other Agencies,02:26.4,NULL,2,1632.75
2001,Defense,02:26.4,FRS&C,101,108534775
2011,Other Agencies,02:26.4,FRS&C,14,295150.94
2003,Other Agencies,02:26.4,NULL,7,0
2008,Other Agencies,02:26.4,MED,2,25424
2009,Other Agencies,02:26.4,ICT,10,105850.75
2007,Defense,02:26.4,NULL,NULL,0
2013,Defense,02:26.4,Products,439,3800962206
2010,Other Agencies,02:26.4,ICT,76,16843858.41
2010,Other Agencies,02:26.4,FRS&C,70,3258902.06
1999,Defense,02:26.4,R&D,5961,8057954094
2007,Other Agencies,02:26.4,PAMS,562,170098999.6
2012,Other Agencies,02:26.4,PAMS,7974,879941370.8
2010,Other Agencies,02:26.4,ERS,15,320279.37
2005,Other Agencies,02:26.4,PAMS,2987,798271684.8
1998,Defense,02:26.4,PAMS,26,22836724
2004,DHS,02:26.4,PAMS,509,377205387.1
2005,Defense,02:26.4,FRS&C,287,180336667.7
2004,Other Agencies,02:26.4,PAMS,10,2543817.3
2012,DHS,02:26.4,ICT,829,459254920
2008,Other Agencies,02:26.4,R&D,1143,273399597.7
2002,Other Agencies,02:26.4,PAMS,3,322000
2004,DHS,02:26.4,ERS,11,363602.97
2005,Other Agencies,02:26.4,Fuel,1307,17082674.02
2007,Other Agencies,02:26.4,PAMS,822,58647314.36
1999,Defense,02:26.4,FRS&C,536,349822966
2002,DHS,02:26.4,NULL,148,112136354.2
2002,State and IAP,02:26.4,ERS,51,47519416
1994,Defense,02:26.4,PAMS,265,47045808
2013,Other Agencies,02:26.4,R&D,152,4619007.14
2011,Defense,02:26.4,Fuel,5,469391.49
2005,Defense,02:26.4,Products,180710,41792846359
1999,Defense,02:26.4,Products,22801,16543765022
2011,Other Agencies,02:26.4,PAMS,5699,52690329.9
2013,DHS,02:26.4,FRS&C,4115,391679327.8
1989,Defense,02:26.4,MED,NULL,51000
2012,Other Agencies,02:26.4,PAMS,84,2248687.06
1992,Defense,02:26.4,ERS,NULL,18213604
2010,Other Agencies,02:26.4,NULL,236,1892525.66
2002,Other Agencies,02:26.4,FRS&C,5,838320
2013,Other Agencies,02:26.4,ERS,1,11572.55
2003,Other Agencies,02:26.4,NULL,64,6647209.82
2010,State and IAP,02:26.4,MED,6,1012831.81
2004,Other Agencies,02:26.4,NULL,5,40653
2004,Other Agencies,02:26.4,PAMS,5,546849
2012,Other Agencies,02:26.4,FRS&C,36,2532585.22
2014,State and IAP,02:26.4,ICT,715,136331329.7
2004,Other Agencies,02:26.4,ICT,136,29827782.07
2010,Other Agencies,02:26.4,PAMS,94,3912555.42
2013,Defense,02:26.4,R&D,106,15823799.66
2010,Other Agencies,02:26.4,R&D,7,109597.84
2002,Other Agencies,02:26.4,PAMS,1,52000
2011,Other Agencies,02:26.4,MED,18,831469.85
2008,Other Agencies,02:26.4,NULL,8,33885.19
2012,Other Agencies,02:26.4,Fuel,1747,29269870.58
2005,Other Agencies,02:26.4,MED,3,97639.94
2013,DHS,02:26.4,Products,3255,201543688.4
2005,Defense,02:26.4,Products,14664,2066861716
2011,Other Agencies,02:26.4,Fuel,2,10992.5
2009,Other Agencies,02:26.4,R&D,541,291547664.4
2011,Energy,02:26.4,Products,3341,837282131.8
2009,Defense,02:26.4,PAMS,32932,11801238718
2010,Other Agencies,02:26.4,PAMS,8144,1306435350
2006,Other Agencies,02:26.4,PAMS,23,240356.38
1997,Defense,02:26.4,ICT,4819,1426474102
2011,Other Agencies,02:26.4,ERS,3,3267.18
2012,Other Agencies,02:26.4,ERS,43,425835.76
2014,Other Agencies,02:26.4,MED,183,16133003.52
2000,Energy,02:26.4,PAMS,3237,922811657.8
2003,HHS,02:26.4,ICT,2126,1434009931
2010,Other Agencies,02:26.4,ERS,13,194525.84
2004,Defense,02:26.4,NULL,2,38350
2011,Defense,02:26.4,MED,109,2694471.23
2001,GSA,02:26.4,ICT,12426,4053421130
2012,DHS,02:26.4,R&D,48,104168655
2005,State and IAP,02:26.4,R&D,4,451500
2008,GSA,02:26.4,Fuel,283,7552878.84
2005,Other Agencies,02:26.4,MED,9,2131117.17
2012,Other Agencies,02:26.4,Products,402,21945933.2
2014,NASA,02:26.4,R&D,6825,7462411783
2014,Other Agencies,02:26.4,PAMS,438,166431410.1
2013,Other Agencies,02:26.4,MED,380,86575288.8
2009,Other Agencies,02:26.4,NULL,1,4530
2009,Other Agencies,02:26.4,PAMS,128,6330865.02
2012,Defense,02:26.4,FRS&C,69,25063539.84
2011,Other Agencies,02:26.4,ICT,1,81555.37
2012,Defense,02:26.4,PAMS,73432,26088581125
2011,Defense,02:26.4,ERS,36432,6932499190
2014,Other Agencies,02:26.4,Products,258,6220614.58
2011,Other Agencies,02:26.4,MED,16,713995
2010,Other Agencies,02:26.4,FRS&C,18268,2306792595
2009,Other Agencies,02:26.4,PAMS,3391,564535400.2
2005,Other Agencies,02:26.4,PAMS,46,1856255.94
2013,Defense,02:26.4,PAMS,27954,10312259361
2005,Other Agencies,02:26.4,NULL,1280,30473379.33
2001,State and IAP,02:26.4,ICT,36,18148523
2004,Other Agencies,02:26.4,ERS,4,98965
2004,Other Agencies,02:26.4,Products,675,1960233.68
2005,Other Agencies,02:26.4,PAMS,4155,192027555.2
2010,Other Agencies,02:26.4,PAMS,53,3025120.15
2013,GSA,02:26.4,Fuel,150,1604256.56
2012,State and IAP,02:26.4,Products,67,82960987.87
2005,Other Agencies,02:26.4,R&D,254,160471462.1
2000,Other Agencies,02:26.4,ERS,300,103323423.7
2001,Other Agencies,02:26.4,ICT,66,10052000
2008,Defense,02:26.4,Products,537950,19730904559
2008,Other Agencies,02:26.4,MED,6,482179
NULL,Defense,02:26.4,NULL,NULL,NULL
2006,DHS,02:26.4,ICT,338,364237811.3
1994,Defense,02:26.4,R&D,8106,6101123111
2007,State and IAP,02:26.4,PAMS,484,51808110.9
2008,Other Agencies,02:26.4,Products,459,23516303.34
1994,Defense,02:26.4,R&D,7700,9776608191
2005,Other Agencies,02:26.4,PAMS,4,1694806
2009,DHS,02:26.4,FRS&C,667,110308395.4
2014,State and IAP,02:26.4,PAMS,24468,3469013128
2004,Other Agencies,02:26.4,ICT,569,63200509.06
2014,Other Agencies,02:26.4,FRS&C,65,2607270.79
2012,Defense,02:26.4,ICT,7874,1785748426
2007,Other Agencies,02:26.4,R&D,457,52946557.3
2008,Other Agencies,02:26.4,R&D,37,3460750.86
2009,NASA,02:26.4,R&D,8578,6745428237
2009,Other Agencies,02:26.4,FRS&C,2359,252093815.5
2014,Other Agencies,02:26.4,Products,116397,906856653
2000,Other Agencies,02:26.4,Products,2248,452303860.3
2001,Other Agencies,02:26.4,ERS,53,4928422
2013,HHS,02:26.4,R&D,4046,2657845997
2005,State and IAP,02:26.4,Fuel,726,15199882.25
2009,GSA,02:26.4,PAMS,16980,1349911894
2009,Other Agencies,02:26.4,FRS&C,117,10295545.2
2000,Other Agencies,02:26.4,Products,618,72958000
2002,Other Agencies,02:26.4,ERS,217,94178870.95
2007,Defense,02:26.4,FRS&C,12808,1297502799
2008,Defense,02:26.4,Products,261616,74220105858
2010,Other Agencies,02:26.4,Products,475,16555667.42
2001,DHS,02:26.4,NULL,42,5089676.59
2008,Other Agencies,02:26.4,MED,77,3832222.86
2014,Other Agencies,02:26.4,FRS&C,3,81213
2005,DHS,02:26.4,R&D,81,297501841.5
2011,DHS,02:26.4,Products,17779,2067624881
2001,Other Agencies,02:26.4,ERS,1,36000
1996,Defense,02:26.4,R&D,6814,7892087994
1992,Defense,02:26.4,Fuel,NULL,69559723
2006,Other Agencies,02:26.4,R&D,6,60879.88
2009,GSA,02:26.4,R&D,520,49762987.48
2012,Other Agencies,02:26.4,ICT,52,3332981.52
2008,DHS,02:26.4,MED,41,19659553.94
2009,Other Agencies,02:26.4,NULL,2506,12025199.74
2009,Other Agencies,02:26.4,FRS&C,6,27857.25
2013,Other Agencies,02:26.4,Products,419,32976585.02
2008,DHS,02:26.4,ERS,1169,20331642.23
2013,Other Agencies,02:26.4,Products,1,13695.96
1990,Defense,02:26.4,MED,NULL,126985000
2003,NASA,02:26.4,ICT,758,566626458.4
2007,Other Agencies,02:26.4,FRS&C,9,2688867.61
2012,DHS,02:26.4,PAMS,1936,582411139.1
2011,Other Agencies,02:26.4,Fuel,1,1500
2014,Other Agencies,02:26.4,Products,76,2793829.72
2006,HHS,02:26.4,ERS,2361,68148530.34
2007,Other Agencies,02:26.4,NULL,26,192058.32
2011,Other Agencies,02:26.4,FRS&C,33,334649.44
2013,Other Agencies,02:26.4,PAMS,28,887951.55
2007,Other Agencies,02:26.4,PAMS,2278,225507812.4
2003,Other Agencies,02:26.4,NULL,77,5429545.95
2013,Defense,02:26.4,NULL,29,-251967.04
2012,Other Agencies,02:26.4,R&D,1,-22741.21
1997,Defense,02:26.4,ICT,3184,916704628
2009,Other Agencies,02:26.4,PAMS,4275,1063277262
2002,HHS,02:26.4,Fuel,5,662323.8
2004,Other Agencies,02:26.4,Products,9,300995.84
2012,Other Agencies,02:26.4,MED,756,23531689.78
2006,Other Agencies,02:26.4,PAMS,501,4243728.6
2002,Defense,02:26.4,FRS&C,217,107658341
2009,Other Agencies,02:26.4,FRS&C,530,79969449.17
2013,Other Agencies,02:26.4,Products,12792,481591721.4
2012,Other Agencies,02:26.4,PAMS,2353,1165172533
2005,Defense,02:26.4,FRS&C,1428,331567842.4
2009,DHS,02:26.4,ERS,1054,22533077.36
2012,Other Agencies,02:26.4,Fuel,9,488131
2013,Other Agencies,02:26.4,FRS&C,9,103644.78
2004,Other Agencies,02:26.4,NULL,1414,31602391.78
2006,Defense,02:26.4,ICT,30568,4375740229
2010,Other Agencies,02:26.4,R&D,9,1361704.45
2009,Other Agencies,02:26.4,MED,1325,38568817.27
2001,Other Agencies,02:26.4,PAMS,246,32833000
2007,Other Agencies,02:26.4,ERS,5,15349.3
2008,DHS,02:26.4,ERS,32,717666.56
2009,Other Agencies,02:26.4,ERS,1,21096.9
2006,Other Agencies,02:26.4,R&D,1,3498.61
2009,Other Agencies,02:26.4,NULL,1,7635
2012,Other Agencies,02:26.4,ICT,738,435320935.4
2001,Other Agencies,02:26.4,ERS,238,81106320.96
2000,Other Agencies,02:26.4,PAMS,1167,791383000
2010,Other Agencies,02:26.4,PAMS,30248,1731876195
2001,Other Agencies,02:26.4,Products,203,28689000
2014,Defense,02:26.4,MED,139,41689648.83
2009,Defense,02:26.4,Products,228476,60401583242
1997,Defense,02:26.4,PAMS,9616,4014046485
2008,State and IAP,02:26.4,FRS&C,9,11391.46
2009,Defense,02:26.4,ERS,4521,119839498.5
2006,State and IAP,02:26.4,PAMS,327,47503902.69
2012,Defense,02:26.4,MED,110,10256456.24
2010,State and IAP,02:26.4,FRS&C,21,10147669.36
2006,Other Agencies,02:26.4,ERS,32,385067.57
1994,Defense,02:26.4,ERS,110,39675586
2014,Other Agencies,02:26.4,Products,1297474,9079704331
1998,Defense,02:26.4,ICT,5178,1400421214
2000,Energy,02:26.4,Fuel,1,17000
2002,Other Agencies,02:26.4,R&D,426,84930165.63
1994,Defense,02:26.4,Fuel,5,186486
2007,Other Agencies,02:26.4,PAMS,141,4173350.18
2008,DHS,02:26.4,ICT,472,244936060.2
2008,NASA,02:26.4,PAMS,8072,4751661365
2002,Defense,02:26.4,Products,3,97991
2010,Other Agencies,02:26.4,ERS,637,64970458.64
2012,State and IAP,02:26.4,R&D,1,8000
1989,Defense,02:26.4,MED,NULL,156000
2006,Other Agencies,02:26.4,ICT,321,177375786.2
2005,Other Agencies,02:26.4,PAMS,298,95081645.48
2006,Other Agencies,02:26.4,Products,170,2926708.25
2003,GSA,02:26.4,ERS,1902,99675605.21
2006,Other Agencies,02:26.4,PAMS,8178,825956937.9
2002,Other Agencies,02:26.4,PAMS,NULL,0
2008,Other Agencies,02:26.4,PAMS,4097,1056282563
2010,Defense,02:26.4,PAMS,58978,13195971578
2010,State and IAP,02:26.4,FRS&C,3,16350
2001,GSA,02:26.4,Products,23280,2443534756
2003,Other Agencies,02:26.4,ICT,1617,498137197.3
2006,Other Agencies,02:26.4,Products,25295,2430753742
1995,Defense,02:26.4,PAMS,9071,4310528100
2009,Other Agencies,02:26.4,Products,27,710603.02
2014,Other Agencies,02:26.4,ICT,1577,737368134.4
2000,Other Agencies,02:26.4,R&D,1,1053
2007,Other Agencies,02:26.4,PAMS,108,1206162.63
2000,Defense,02:26.4,ICT,5408,1858118827
2009,Defense,02:26.4,ERS,28749,5243919464
2000,Other Agencies,02:26.4,MED,14,1128000
2010,Other Agencies,02:26.4,FRS&C,10093,360005902.7
2011,Other Agencies,02:26.4,MED,9,887344
2002,Other Agencies,02:26.4,FRS&C,393,73140072.96
2002,Other Agencies,02:26.4,MED,3,153000
2000,Other Agencies,02:26.4,ERS,93,6285218
2008,Other Agencies,02:26.4,R&D,1706,52987722.24
2009,Other Agencies,02:26.4,ICT,36,2839236.26
2003,DHS,02:26.4,ERS,16,5199330
2003,Other Agencies,02:26.4,NULL,7,0
2004,Defense,02:26.4,FRS&C,1490,413421164.4
1994,Defense,02:26.4,ERS,2364,772328785
2007,Defense,02:26.4,Products,244803,54570770884
2009,Other Agencies,02:26.4,MED,4,431483
2014,State and IAP,02:26.4,ICT,3994,925640521.7
2013,State and IAP,02:26.4,MED,40,52233352.2
2008,Other Agencies,02:26.4,ERS,69,5210403.65
1999,Defense,02:26.4,FRS&C,11773,4937494864
2011,State and IAP,02:26.4,Products,117,55571338.31
2001,Other Agencies,02:26.4,FRS&C,2,306000
2011,Other Agencies,02:26.4,ERS,26,411574.92
2007,Defense,02:26.4,Fuel,1667,35073300.17
2014,Other Agencies,02:26.4,Fuel,19,164416.02
1992,Defense,02:26.4,Products,NULL,12617666233
2008,Defense,02:26.4,MED,73,2926798.18
2001,Other Agencies,02:26.4,FRS&C,1,3000
2003,Other Agencies,02:26.4,ERS,63,5736209.47
2011,GSA,02:26.4,ICT,4551,2701493111
2004,Other Agencies,02:26.4,PAMS,1956,561368598.1
2007,State and IAP,02:26.4,FRS&C,2,483157.79
2010,Other Agencies,02:26.4,ERS,9,64095.13
1996,Defense,02:26.4,ERS,3345,877689565
2001,Other Agencies,02:26.4,Products,59,9443000
2002,Other Agencies,02:26.4,Products,24,1375988
2012,DHS,02:26.4,Products,1560,323179158.2
1999,Defense,02:26.4,PAMS,10918,5025798036
2004,Defense,02:26.4,MED,2510,262766097.4
2014,Other Agencies,02:26.4,ERS,1537,42744734.42
2002,Other Agencies,02:26.4,Products,6977,2399132090
2011,Other Agencies,02:26.4,PAMS,9,499959.69
2000,State and IAP,02:26.4,Products,23,1275000
2001,Other Agencies,02:26.4,Fuel,3,52000
2013,Other Agencies,02:26.4,R&D,1,7055
2010,Other Agencies,02:26.4,Products,30859,799795684.8
2014,Defense,02:26.4,Fuel,20206,11256455507
2014,Other Agencies,02:26.4,R&D,NULL,252000
2008,Other Agencies,02:26.4,PAMS,22203,1313001273
2012,NASA,02:26.4,NULL,6,38219.73
2012,Other Agencies,02:26.4,Products,1563709,8195110782
2013,Other Agencies,02:26.4,MED,239,4248000.42
2013,Other Agencies,02:26.4,MED,64,4582636.25
2010,Other Agencies,02:26.4,R&D,95,12991966.23
2007,Other Agencies,02:26.4,NULL,3726,12782094.06
2014,DHS,02:26.4,FRS&C,2613,913197728.6
2014,Other Agencies,02:26.4,MED,9,58625.92
2007,Other Agencies,02:26.4,Fuel,18,723515.7
2008,Other Agencies,02:26.4,ICT,11,263373.2
2012,Other Agencies,02:26.4,R&D,75,10486191.47
2010,State and IAP,02:26.4,ICT,6,327116.95
2006,Other Agencies,02:26.4,FRS&C,550,92563382.96
2009,Other Agencies,02:26.4,NULL,313,2565912.72
2013,Defense,02:26.4,Products,352,41698342.76
2004,State and IAP,02:26.4,NULL,2,47821
2010,State and IAP,02:26.4,NULL,1,-450.25
2012,Other Agencies,02:26.4,ERS,104,2593778.49
2003,Other Agencies,02:26.4,PAMS,108,21722671.5
2011,Other Agencies,02:26.4,R&D,27,-443218.14
2003,Other Agencies,02:26.4,MED,9,10724728
2009,State and IAP,02:26.4,MED,38,126216316.2
2002,Defense,02:26.4,MED,1243,201685343.2
2012,Other Agencies,02:26.4,ERS,771,23161183.03
2013,Other Agencies,02:26.4,PAMS,8,630785.77
2013,Other Agencies,02:26.4,NULL,12,27129.57
2000,Other Agencies,02:26.4,Products,21398,1127079448
2013,Other Agencies,02:26.4,Fuel,498,14797163.5
1996,Defense,02:26.4,Fuel,63,3456452
2007,Other Agencies,02:26.4,ICT,113,10179089.55
1995,Defense,02:26.4,Fuel,227,75903504
2004,DHS,02:26.4,Fuel,11,581833
2010,Other Agencies,02:26.4,MED,10,516834
2014,Other Agencies,02:26.4,R&D,5,121944.25
2005,Other Agencies,02:26.4,FRS&C,34,677189.33
2005,Other Agencies,02:26.4,R&D,65,4827917.24
2006,Other Agencies,02:26.4,PAMS,131,2615168.79
2002,Other Agencies,02:26.4,FRS&C,3,87500000
2013,Other Agencies,02:26.4,ICT,55,7291155.84
2009,Other Agencies,02:26.4,R&D,3,40588
2008,GSA,02:26.4,NULL,275,3380813.3
2004,Other Agencies,02:26.4,PAMS,4695,398421177.6
2009,Other Agencies,02:26.4,Products,80349,1972222662
2004,Other Agencies,02:26.4,FRS&C,208,44197003.62
2013,Other Agencies,02:26.4,MED,647,11309554.4
2009,DHS,02:26.4,MED,24,36434616.24
2011,Other Agencies,02:26.4,Products,20,331178.56
2013,Other Agencies,02:26.4,FRS&C,18,280544.26
2000,Other Agencies,02:26.4,NULL,1,0
2007,Defense,02:26.4,Products,149429,40766572285
2002,Other Agencies,02:26.4,MED,1410,209870795
2001,DHS,02:26.4,Products,1,78892.31
2006,Other Agencies,02:26.4,MED,191,3426377.73
2006,Other Agencies,02:26.4,MED,4,251573.05
2001,Defense,02:26.4,FRS&C,27724,5668830621
2006,State and IAP,02:26.4,FRS&C,1,7347.49
2012,Other Agencies,02:26.4,Products,2119,455610617
2004,Other Agencies,02:26.4,MED,13,164848
2012,DHS,02:26.4,FRS&C,1116,112389272.4
2009,Defense,02:26.4,ICT,9861,2653103435
2000,Other Agencies,02:26.4,R&D,38,5257000
2005,Other Agencies,02:26.4,ERS,12,279809.69
2013,Energy,02:26.4,Products,2919,727172235.4
1994,Defense,02:26.4,MED,397,55071959
2009,Other Agencies,02:26.4,NULL,15,110925.39
2013,Other Agencies,02:26.4,Products,12,196653.45
1990,Defense,02:26.4,NULL,NULL,NULL
2003,Other Agencies,02:26.4,ICT,6,2473202
2007,Other Agencies,02:26.4,NULL,2,21235.5
2007,Other Agencies,02:26.4,FRS&C,11,688581.87
2005,Other Agencies,02:26.4,ICT,32,901150.57
2009,Other Agencies,02:26.4,PAMS,101,10057552.6
2012,State and IAP,02:26.4,ICT,3224,900065927.7
2003,Other Agencies,02:26.4,ICT,43,131219714.4
2011,Other Agencies,02:26.4,ICT,83,2700722.39
2001,Other Agencies,02:26.4,PAMS,3960,601366796.8
2008,GSA,02:26.4,MED,29,282555.12
2008,Other Agencies,02:26.4,Products,9,527799.13
2008,Other Agencies,02:26.4,R&D,2,25000
2009,Other Agencies,02:26.4,ERS,15,356116.24
2005,Other Agencies,02:26.4,ERS,29,4490247.87
2010,Defense,02:26.4,Products,144428,42088768675
